Followers,Ad_Spend,Estimated_Revenue,Engagement_Rate,Platform,Content_Type,Profitable
238474,1285.3,2974.26,0.078,Instagram,Post,Yes
430852,8664.12,22293.44,0.181,Facebook,Video,Yes
963452,531.59,1576.77,0.18,Twitter,Story,Yes
923401,9781.96,23539.12,0.036,TikTok,Video,No
26939,7510.99,12760.99,0.042,Twitter,Story,No
227572,9079.05,11465.47,0.082,Twitter,Post,Yes
871045,1365.34,3279.02,0.195,Twitter,Image,Yes
348823,3394.43,8993.22,0.172,Twitter,Video,Yes
275864,7071.13,20553.69,0.02,Twitter,Image,No
203967,4739.16,10569.21,0.052,Instagram,Post,No
736122,2994.79,3151.4,0.083,Facebook,Story,No
311655,3095.66,8872.19,0.189,Instagram,Story,Yes
732636,3702.8,10187.44,0.043,Facebook,Image,No
234979,764.37,1932.17,0.077,Twitter,Image,Yes
369432,9006.05,8733.08,0.025,Twitter,Reel,No
919232,2144.69,3524.23,0.092,YouTube,Image,Yes
85817,4917.01,7310.08,0.129,Twitter,Image,Yes
331388,6315.85,4210.55,0.083,Facebook,Reel,No
554280,1741.48,1875.12,0.104,Twitter,Video,No
443061,6148.5,8601.39,0.16,Facebook,Video,Yes
849923,475.59,798.11,0.165,Twitter,Post,Yes
413672,8352.04,11796.51,0.061,TikTok,Image,No
167703,3269.84,9677.35,0.141,Twitter,Reel,Yes
290014,4976.06,13465.87,0.072,YouTube,Reel,Yes
930454,2535.33,4929.89,0.144,Twitter,Video,Yes
609746,5970.53,17505.78,0.095,TikTok,Video,Yes
388699,6078.39,7145.07,0.114,TikTok,Story,No
205366,6675.11,18441.66,0.123,Twitter,Image,Yes
166250,6207.32,14490.25,0.03,YouTube,Image,No
142835,3256.89,4527.17,0.03,Facebook,Reel,No
180208,6085.28,12606.27,0.08,Facebook,Reel,Yes
235104,3889.66,4259.43,0.021,Twitter,Video,No
100977,9906.89,28618.03,0.052,Twitter,Image,No
671398,3193.63,9134.33,0.198,Facebook,Image,Yes
72386,5182.6,14640.62,0.073,TikTok,Video,Yes
446096,355.9,304.54,0.133,Facebook,Image,No
129216,5984.65,6227.88,0.045,TikTok,Image,No
833307,4165.69,11066.15,0.059,YouTube,Image,No
795300,1981.85,3359.86,0.075,Twitter,Video,Yes
651419,9306.36,7976.21,0.016,Twitter,Post,No
213603,1624.48,2448.94,0.097,Twitter,Story,Yes
190407,6613.7,15063.08,0.198,Twitter,Image,Yes
749589,5274.82,9615.0,0.074,TikTok,Story,Yes
600248,9163.46,9394.96,0.056,Facebook,Story,No
496010,4704.72,6879.64,0.15,YouTube,Reel,Yes
903580,999.68,1648.07,0.169,Instagram,Story,Yes
177072,4858.63,14013.1,0.122,TikTok,Video,Yes
469535,504.78,711.32,0.149,YouTube,Reel,Yes
859286,7163.23,20061.43,0.067,YouTube,Image,No
115586,2139.63,4086.21,0.079,YouTube,Story,Yes
94526,3280.28,3321.45,0.108,Instagram,Story,No
794897,4973.34,11859.55,0.193,YouTube,Reel,Yes
584043,3413.11,4520.83,0.197,Facebook,Post,Yes
407245,3771.81,8936.29,0.017,YouTube,Post,No
587712,7053.93,9932.85,0.174,TikTok,Video,Yes
957958,2580.08,7699.11,0.035,YouTube,Reel,No
84555,111.2,180.76,0.097,YouTube,Story,Yes
958456,9968.4,18514.86,0.116,Twitter,Post,Yes
659354,8721.24,8503.93,0.05,Instagram,Reel,No
958238,4883.03,6887.81,0.014,YouTube,Video,No
79222,6340.94,12936.91,0.104,Twitter,Video,Yes
980091,417.44,971.87,0.175,Facebook,Story,Yes
64646,293.08,852.69,0.015,YouTube,Story,No
651199,4530.25,12639.96,0.113,Twitter,Story,Yes
584117,8435.39,11077.27,0.174,YouTube,Story,Yes
491025,274.69,630.97,0.077,Twitter,Reel,Yes
441980,8633.25,13597.87,0.069,YouTube,Reel,No
766537,5195.23,2989.12,0.15,TikTok,Reel,No
727546,1337.64,1319.67,0.028,Instagram,Post,No
6569,8499.97,21783.13,0.147,Facebook,Post,Yes
125932,765.26,869.67,0.148,Twitter,Reel,No
493461,4501.79,9014.35,0.155,YouTube,Story,Yes
136230,6691.73,19438.2,0.155,Facebook,Reel,Yes
202260,7893.78,10850.06,0.116,Facebook,Video,Yes
269093,1628.72,1698.61,0.172,TikTok,Post,No
8967,9644.14,8110.48,0.076,Twitter,Reel,No
294946,5922.24,8518.78,0.081,Instagram,Post,Yes
781965,758.08,1083.97,0.055,YouTube,Video,No
915313,5193.35,10306.59,0.014,YouTube,Image,No
335517,3482.93,7965.44,0.09,TikTok,Story,Yes
825690,196.82,584.4,0.041,Facebook,Reel,No
925634,198.71,572.18,0.045,Instagram,Reel,No
709691,6341.44,18531.91,0.118,Facebook,Post,Yes
683705,824.11,2082.26,0.137,Facebook,Story,Yes
1363,8915.97,14747.09,0.126,Facebook,Post,Yes
226160,2384.27,6995.73,0.18,Facebook,Story,Yes
798583,6744.01,13853.26,0.051,Facebook,Post,No
50420,3094.43,8980.63,0.192,Instagram,Video,Yes
905850,5734.59,4808.48,0.136,Instagram,Post,No
785625,1765.78,1807.05,0.1,Facebook,Image,No
861335,7842.69,13679.74,0.175,Facebook,Reel,Yes
345138,6207.16,12582.51,0.187,TikTok,Video,Yes
589365,394.93,1123.97,0.067,Facebook,Post,No
680520,7247.63,6677.27,0.162,Facebook,Video,No
218314,7823.66,13451.88,0.068,Facebook,Reel,No
404119,1590.39,2581.14,0.174,Facebook,Image,Yes
613246,2941.17,7739.12,0.127,Instagram,Video,Yes
194984,8674.67,25262.69,0.171,YouTube,Reel,Yes
439976,2358.08,7024.59,0.104,TikTok,Post,Yes
495178,7349.81,10121.39,0.119,YouTube,Video,Yes
683416,2325.65,3932.46,0.151,Twitter,Story,Yes
64936,5014.35,13955.26,0.121,Instagram,Post,Yes
327284,4012.73,3212.34,0.092,Twitter,Video,No
803514,6420.71,19173.56,0.097,Twitter,Post,Yes
651370,3093.2,6572.02,0.164,Facebook,Post,Yes
20627,9696.02,27461.74,0.108,TikTok,Video,Yes
530274,5514.47,3741.66,0.198,Facebook,Reel,No
265167,1829.04,4900.48,0.113,Instagram,Reel,Yes
612600,7627.09,20558.45,0.108,Facebook,Story,Yes
32085,4456.06,7532.9,0.177,Facebook,Reel,Yes
955443,7669.23,16352.86,0.063,Facebook,Video,No
211448,2150.01,5234.4,0.144,Facebook,Reel,Yes
958386,9427.36,13171.87,0.029,Facebook,Video,No
547237,8058.21,22313.98,0.092,YouTube,Reel,Yes
299512,9328.08,23056.9,0.122,YouTube,Image,Yes
701601,2153.95,2172.77,0.109,YouTube,Post,No
179589,8789.36,12209.15,0.132,Facebook,Post,Yes
374704,4702.13,5787.64,0.165,Instagram,Story,Yes
157222,6472.42,10057.0,0.059,TikTok,Story,No
792327,202.42,563.12,0.157,Twitter,Story,Yes
565984,5838.43,15184.83,0.13,Twitter,Video,Yes
834525,8170.54,16121.16,0.086,Instagram,Reel,Yes
823564,6221.06,8576.69,0.01,YouTube,Story,No
421571,1498.31,3651.63,0.038,Twitter,Video,No
628035,546.38,314.55,0.164,Instagram,Image,No
249552,4054.08,11682.82,0.124,Twitter,Post,Yes
419647,3645.63,6486.16,0.167,Instagram,Story,Yes
668304,5169.11,12964.03,0.198,Twitter,Post,Yes
535670,2827.03,6273.76,0.082,Facebook,Image,Yes
256733,6568.99,10519.27,0.043,Facebook,Story,No
347030,6812.15,7249.88,0.103,Instagram,Image,No
150143,148.2,89.61,0.072,Instagram,Post,No
138900,3450.79,1886.62,0.036,Twitter,Image,No
329821,427.22,1173.33,0.024,Facebook,Story,No
385865,7855.03,6904.75,0.15,YouTube,Story,No
712111,1126.93,846.69,0.042,Instagram,Video,No
43056,7857.2,4814.34,0.19,Facebook,Post,No
111776,9866.81,5253.13,0.152,TikTok,Reel,No
11068,6848.59,18471.09,0.195,Instagram,Reel,Yes
232318,4367.71,3251.18,0.143,TikTok,Reel,No
560931,3378.96,9298.86,0.107,Twitter,Reel,Yes
414532,6809.83,19988.96,0.172,TikTok,Image,Yes
130350,8940.71,20552.19,0.167,TikTok,Post,Yes
534884,8192.38,8607.89,0.139,TikTok,Post,No
66953,467.42,492.53,0.137,Facebook,Video,No
613242,1074.02,907.96,0.108,Twitter,Image,No
95476,3671.98,9306.66,0.069,YouTube,Video,No
25354,2501.14,6977.35,0.084,Twitter,Image,Yes
93172,6054.12,17334.82,0.078,YouTube,Video,Yes
96028,5082.31,10876.25,0.105,Twitter,Story,Yes
411591,8941.0,8856.77,0.127,TikTok,Image,No
504551,2014.49,2461.78,0.078,Instagram,Story,Yes
401511,7692.6,10248.52,0.196,YouTube,Video,Yes
63780,6028.46,10451.22,0.032,Facebook,Reel,No
714135,8580.46,14178.78,0.023,YouTube,Story,No
562340,4368.88,3416.39,0.011,Twitter,Story,No
437624,9349.27,18463.01,0.13,Instagram,Image,Yes
606409,3551.16,8179.81,0.023,Twitter,Video,No
635929,9811.76,17647.63,0.132,TikTok,Reel,Yes
501315,6073.7,17773.81,0.157,Twitter,Post,Yes
86058,9065.2,18875.16,0.114,Facebook,Post,Yes
407619,1822.21,4249.6,0.12,TikTok,Image,Yes
974194,7722.34,5418.33,0.167,TikTok,Story,No
866962,7614.06,20598.08,0.15,Twitter,Story,Yes
128309,6760.98,7728.03,0.171,Instagram,Story,No
515257,7508.77,4892.9,0.051,Instagram,Image,No
323959,9944.87,26269.74,0.184,Twitter,Story,Yes
129148,1831.35,5339.91,0.085,Instagram,Image,Yes
371965,1554.4,1091.22,0.04,Instagram,Post,No
643650,9843.51,23938.36,0.117,Twitter,Post,Yes
399929,2752.63,5523.89,0.15,Twitter,Image,Yes
575887,2218.6,4905.0,0.124,TikTok,Image,Yes
238501,3581.31,6408.78,0.056,Instagram,Post,No
368257,9994.73,6707.62,0.135,Twitter,Video,No
265803,2805.96,4624.21,0.141,Instagram,Post,Yes
775751,4642.02,12893.14,0.084,Facebook,Post,Yes
566635,9425.41,7892.21,0.112,TikTok,Image,No
472761,8755.54,24243.41,0.109,Twitter,Post,Yes
857703,800.84,1435.55,0.144,Instagram,Video,Yes
412473,6716.82,17875.26,0.181,Instagram,Post,Yes
546926,5989.07,17937.5,0.196,TikTok,Video,Yes
712886,8976.06,6257.56,0.06,TikTok,Post,No
199763,524.68,1547.1,0.046,Facebook,Reel,No
949603,7154.8,21416.84,0.085,Twitter,Story,Yes
570354,7936.59,13064.65,0.143,Instagram,Reel,Yes
106848,1413.17,3130.81,0.172,Instagram,Image,Yes
891936,6767.55,17311.75,0.064,YouTube,Image,No
77361,2322.28,5284.85,0.139,TikTok,Story,Yes
57958,1915.89,3889.79,0.051,YouTube,Story,No
645318,8989.19,15546.22,0.106,TikTok,Story,Yes
968004,4576.61,7068.39,0.126,Instagram,Story,Yes
283229,6859.25,11050.13,0.151,TikTok,Image,Yes
970752,3965.19,7205.9,0.056,YouTube,Video,No
868854,2434.78,6921.61,0.112,TikTok,Reel,Yes
395966,2948.41,2805.16,0.152,Instagram,Video,No
177743,9317.48,12189.81,0.096,YouTube,Reel,Yes
764264,3017.68,8445.13,0.198,YouTube,Story,Yes
923736,5628.88,11916.09,0.129,Instagram,Post,Yes
177806,477.37,864.99,0.061,Instagram,Video,No
529036,2928.08,7493.5,0.175,Instagram,Video,Yes
4191,4293.05,9341.42,0.161,Facebook,Reel,Yes
231780,1483.05,879.11,0.077,Instagram,Story,No
188604,1829.62,3781.67,0.051,TikTok,Story,No
754494,2338.38,6123.99,0.144,Twitter,Story,Yes
171182,600.91,656.2,0.09,Twitter,Story,No
857912,8390.76,20325.95,0.178,Twitter,Image,Yes
221935,9454.4,6124.35,0.143,Facebook,Story,No
743623,8346.76,10968.66,0.125,YouTube,Image,Yes
796326,6699.47,3985.54,0.025,Instagram,Video,No
266864,4212.39,3347.62,0.054,Facebook,Story,No
624090,8865.53,23615.77,0.113,Instagram,Video,Yes
472256,6773.18,18482.63,0.097,Facebook,Image,Yes
137213,9695.48,7677.0,0.056,Instagram,Reel,No
314295,7025.49,17363.81,0.106,Facebook,Story,Yes
755085,1329.46,1996.85,0.152,YouTube,Image,Yes
797948,9398.68,14712.37,0.159,Facebook,Image,Yes
592723,4202.64,2786.06,0.153,Facebook,Video,No
184965,5913.07,7555.82,0.114,Instagram,Video,Yes
326497,8335.69,18439.04,0.14,Instagram,Reel,Yes
387213,6339.6,13065.53,0.134,Twitter,Post,Yes
813481,1011.76,2796.73,0.085,TikTok,Post,Yes
922522,8323.29,14830.31,0.012,YouTube,Image,No
534285,6205.63,13028.0,0.022,YouTube,Image,No
94078,3800.16,5181.98,0.146,Facebook,Video,Yes
228286,7740.65,6401.5,0.165,Facebook,Post,No
875391,6764.29,13320.89,0.029,Instagram,Video,No
286555,2407.14,6194.28,0.106,YouTube,Reel,Yes
848982,7297.08,14034.97,0.016,Twitter,Post,No
481751,7267.6,15519.58,0.013,Facebook,Post,No
669903,4078.34,10603.04,0.042,Instagram,Image,No
115456,7659.16,20195.67,0.163,Twitter,Video,Yes
996915,5107.15,4910.87,0.161,Instagram,Reel,No
412124,8663.44,11481.82,0.014,TikTok,Reel,No
443846,6946.55,16020.24,0.099,YouTube,Video,Yes
982890,8635.88,10182.4,0.104,YouTube,Reel,No
320752,7310.78,4494.42,0.106,YouTube,Video,No
620886,7929.12,14842.8,0.041,TikTok,Post,No
6901,5474.97,11959.18,0.143,TikTok,Video,Yes
952302,3370.42,8576.44,0.03,Facebook,Story,No
861226,5185.67,9485.4,0.164,YouTube,Reel,Yes
343022,6553.67,5377.55,0.188,YouTube,Video,No
394120,280.18,207.37,0.043,YouTube,Post,No
220128,7469.71,18151.78,0.139,Facebook,Post,Yes
801820,2169.68,5387.9,0.029,YouTube,Story,No
568815,757.46,1379.73,0.121,TikTok,Story,Yes
24284,7928.65,19878.09,0.173,YouTube,Image,Yes
693148,542.6,938.81,0.044,TikTok,Story,No
244306,7049.28,15156.48,0.081,Instagram,Reel,Yes
728067,2597.56,7413.06,0.033,Instagram,Video,No
536626,9685.27,5674.8,0.082,TikTok,Reel,No
886050,4430.09,10087.03,0.084,Facebook,Story,Yes
522396,1390.25,856.98,0.05,Instagram,Video,No
908179,8084.97,15660.11,0.17,YouTube,Story,Yes
879629,5078.15,11042.88,0.015,Facebook,Post,No
204117,8012.97,17124.7,0.182,Facebook,Reel,Yes
914898,9145.98,23025.32,0.015,YouTube,Story,No
163007,1962.9,3943.6,0.121,TikTok,Video,Yes
398798,5771.58,9609.03,0.181,TikTok,Image,Yes
258665,4880.5,8809.32,0.092,Instagram,Video,Yes
658917,5301.91,8017.99,0.107,Facebook,Image,Yes
446414,4028.25,11221.37,0.087,Instagram,Post,Yes
79077,1061.93,2931.45,0.151,Instagram,Post,Yes
949377,1918.91,5660.26,0.08,TikTok,Video,Yes
164187,2613.42,2408.63,0.131,Twitter,Reel,No
169112,2070.54,3919.03,0.138,Instagram,Video,Yes
60807,1014.97,605.66,0.154,Twitter,Story,No
372233,5652.04,15767.55,0.166,Twitter,Image,Yes
22959,4368.98,6091.21,0.13,Twitter,Post,Yes
35924,4377.31,6383.52,0.027,YouTube,Image,No
17279,8391.44,14605.01,0.11,Twitter,Video,Yes
793879,8738.86,19665.84,0.067,TikTok,Story,No
46689,2761.94,3746.01,0.132,Twitter,Image,Yes
431783,7239.48,16283.15,0.131,Twitter,Image,Yes
404322,8122.61,8257.87,0.117,YouTube,Video,No
531836,3630.56,4225.03,0.02,Twitter,Post,No
159761,4025.11,8074.81,0.104,YouTube,Story,Yes
36709,5279.99,9766.94,0.146,TikTok,Story,Yes
37468,8500.87,20108.7,0.177,Twitter,Reel,Yes
434027,7008.86,6613.07,0.139,YouTube,Video,No
969140,4971.71,13268.42,0.144,TikTok,Image,Yes
1515,7127.97,3695.88,0.114,TikTok,Post,No
845081,2635.89,3775.82,0.192,TikTok,Post,Yes
307955,8210.42,23918.22,0.094,Twitter,Post,Yes
319714,9563.44,10575.26,0.075,Instagram,Post,No
988073,4677.32,2684.23,0.164,Twitter,Reel,No
340273,3700.23,3697.93,0.036,Facebook,Story,No
483615,527.39,964.88,0.038,Instagram,Image,No
552050,5831.48,11532.44,0.012,YouTube,Post,No
832769,4738.25,8880.76,0.071,Twitter,Story,Yes
650714,5173.15,6519.14,0.014,Twitter,Image,No
26939,224.7,623.52,0.117,Twitter,Reel,Yes
85761,2508.4,3378.53,0.069,YouTube,Video,No
34787,3474.74,9395.14,0.173,Twitter,Post,Yes
559866,4310.81,12428.76,0.092,YouTube,Video,Yes
424448,1511.71,3110.37,0.018,TikTok,Image,No
726787,4147.26,6598.64,0.147,YouTube,Post,Yes
455605,388.78,857.73,0.166,Facebook,Video,Yes
557862,498.78,808.39,0.067,Facebook,Post,No
990156,6829.29,4022.84,0.154,YouTube,Story,No
864787,2323.23,5640.43,0.155,Twitter,Reel,Yes
659441,5642.27,3757.41,0.146,Instagram,Reel,No
166838,4501.81,4893.92,0.041,TikTok,Reel,No
935550,4844.83,10202.4,0.085,Facebook,Reel,Yes
160132,9388.72,26120.39,0.021,TikTok,Image,No
658456,1271.71,870.96,0.075,YouTube,Story,No
323137,2014.45,3895.82,0.016,TikTok,Post,No
843549,9582.9,20741.37,0.194,Facebook,Video,Yes
820812,5708.98,5863.37,0.149,YouTube,Video,No
157255,1878.96,4486.89,0.138,TikTok,Image,Yes
794076,9448.14,12065.03,0.026,Twitter,Reel,No
934963,4026.4,11422.85,0.094,YouTube,Video,Yes
592652,9665.63,7931.98,0.198,TikTok,Story,No
593245,794.0,1244.51,0.158,TikTok,Image,Yes
88178,2590.3,4931.6,0.039,YouTube,Reel,No
668542,3314.58,5630.62,0.011,Facebook,Story,No
479336,3374.87,6106.44,0.196,Instagram,Post,Yes
320165,4586.25,9056.5,0.191,Twitter,Image,Yes
471951,4492.64,12956.82,0.122,Instagram,Story,Yes
425390,1252.36,1526.38,0.18,Twitter,Post,Yes
128927,7922.65,11248.44,0.018,YouTube,Post,No
229129,3332.08,3207.32,0.011,YouTube,Video,No
871820,9121.23,10419.83,0.109,TikTok,Post,No
725174,1558.91,817.88,0.04,YouTube,Reel,No
152563,3131.34,9024.46,0.079,Twitter,Image,Yes
880005,6671.6,13471.99,0.012,Instagram,Reel,No
169383,179.28,238.61,0.065,Instagram,Story,No
216400,1689.97,3034.06,0.062,Instagram,Post,No
715635,4185.51,12441.92,0.077,Facebook,Reel,Yes
232182,8811.06,24466.43,0.144,TikTok,Reel,Yes
558685,2824.84,3226.1,0.164,Twitter,Image,No
579641,1977.0,1818.61,0.075,Facebook,Image,No
729744,7959.57,12101.03,0.187,YouTube,Post,Yes
383729,8975.39,25217.14,0.082,Facebook,Reel,Yes
913735,9989.1,14397.29,0.022,YouTube,Post,No
992120,9475.7,22447.13,0.057,Twitter,Video,No
52707,6377.36,12128.59,0.054,Instagram,Image,No
660116,4793.61,6918.71,0.185,TikTok,Video,Yes
748419,4151.33,7117.06,0.014,TikTok,Image,No
680530,5628.08,15233.42,0.143,Instagram,Video,Yes
695489,2432.88,2764.25,0.198,TikTok,Reel,No
320972,7995.42,23492.57,0.146,Facebook,Post,Yes
269294,1021.76,2336.21,0.102,Facebook,Story,Yes
654091,3447.59,5227.98,0.106,TikTok,Post,Yes
950403,9793.43,20592.3,0.118,Instagram,Story,Yes
724035,7368.86,6185.13,0.071,YouTube,Story,No
581466,5249.93,4244.66,0.044,TikTok,Story,No
69803,3341.66,6872.19,0.108,YouTube,Reel,Yes
688069,8928.87,12474.58,0.01,Instagram,Story,No
714340,289.08,565.18,0.044,TikTok,Story,No
449013,829.54,739.99,0.1,Twitter,Post,No
349754,126.41,195.82,0.156,Instagram,Post,Yes
159338,7140.48,9815.9,0.058,TikTok,Reel,No
91009,2332.03,4032.43,0.018,Twitter,Story,No
451983,8393.8,22737.12,0.128,Instagram,Post,Yes
134272,9983.36,21543.98,0.093,YouTube,Reel,Yes
182211,4700.78,9548.68,0.149,Twitter,Story,Yes
184734,1377.95,2373.3,0.011,Instagram,Story,No
770097,9282.29,8690.78,0.139,YouTube,Post,No
174416,6068.18,11424.46,0.185,TikTok,Video,Yes
554091,7128.06,8219.39,0.107,Twitter,Post,No
644789,8340.62,14451.13,0.165,Facebook,Video,Yes
527338,6632.71,9313.4,0.071,TikTok,Story,Yes
909806,4937.99,4040.09,0.038,Instagram,Video,No
591381,3434.25,4828.26,0.092,Twitter,Reel,Yes
920491,5158.99,10494.38,0.057,Facebook,Video,No
155226,2949.41,4880.79,0.171,Twitter,Reel,Yes
653664,8179.31,12012.17,0.138,Twitter,Reel,Yes
422909,3820.94,5318.47,0.053,TikTok,Story,No
331817,6444.46,14056.65,0.07,YouTube,Reel,Yes
205603,5286.05,13126.55,0.022,YouTube,Image,No
331904,1215.47,1959.64,0.161,YouTube,Post,Yes
760710,7461.92,19707.44,0.096,TikTok,Reel,Yes
83180,7218.29,11480.83,0.136,Instagram,Video,Yes
607229,235.96,545.19,0.078,Twitter,Image,Yes
121243,711.76,1862.6,0.039,TikTok,Video,No
279495,437.55,1254.29,0.081,Facebook,Image,Yes
818865,4041.73,9194.49,0.101,YouTube,Reel,Yes
299522,8318.91,5861.15,0.131,TikTok,Image,No
362447,9663.35,23446.83,0.093,Facebook,Image,Yes
938828,8147.76,14469.58,0.055,TikTok,Video,No
334272,2639.55,1843.75,0.174,TikTok,Story,No
741427,1861.05,5151.58,0.114,Instagram,Reel,Yes
849464,9397.18,15601.92,0.118,Facebook,Reel,Yes
239245,9807.52,9576.1,0.019,YouTube,Reel,No
194510,9024.91,8482.13,0.102,Facebook,Story,No
146016,8259.38,19210.76,0.058,Twitter,Reel,No
631212,6229.4,6254.03,0.175,Twitter,Reel,No
789428,6828.45,14860.28,0.068,TikTok,Image,No
116359,7502.66,12446.99,0.03,YouTube,Image,No
956748,6460.02,16923.02,0.068,YouTube,Image,No
601309,7937.99,23524.64,0.045,Facebook,Post,No
597562,1537.73,1456.72,0.048,Twitter,Video,No
30336,5672.71,12150.35,0.093,Facebook,Video,Yes
64014,8516.9,15826.66,0.146,Facebook,Image,Yes
271403,833.68,739.67,0.172,YouTube,Story,No
743820,4390.79,3249.37,0.024,Instagram,Reel,No
712131,1189.73,636.76,0.063,Facebook,Story,No
864349,6328.22,13594.83,0.044,Facebook,Story,No
991669,8888.47,4724.66,0.028,TikTok,Post,No
5263,4730.71,8921.67,0.178,YouTube,Reel,Yes
811421,8511.67,5119.77,0.097,Instagram,Video,No
81388,1004.4,778.75,0.043,Twitter,Video,No
580250,4547.45,4632.26,0.152,Facebook,Image,No
178912,7890.59,21712.62,0.096,TikTok,Story,Yes
809985,9016.11,18414.91,0.172,TikTok,Image,Yes
899035,699.57,1646.08,0.017,TikTok,Video,No
193003,408.24,1059.94,0.112,YouTube,Post,Yes
266517,8595.58,24089.84,0.036,Facebook,Story,No
468016,4784.41,10844.99,0.169,Facebook,Video,Yes
544088,1801.38,1708.64,0.038,Twitter,Post,No
203630,752.28,587.41,0.056,YouTube,Story,No
792542,1074.5,2612.84,0.061,Instagram,Reel,No
616416,3056.6,8040.56,0.168,Facebook,Video,Yes
486287,9365.17,16315.13,0.057,Facebook,Story,No
665076,2469.39,6768.53,0.085,YouTube,Reel,Yes
436165,2338.9,3430.38,0.147,Twitter,Post,Yes
776024,9722.05,12132.27,0.075,Twitter,Story,Yes
682509,1887.9,3420.29,0.016,YouTube,Reel,No
330365,8244.76,23424.94,0.039,Instagram,Story,No
551458,5457.5,14436.15,0.045,Twitter,Reel,No
381634,5995.24,16033.23,0.136,TikTok,Video,Yes
468874,4487.48,4725.65,0.021,Twitter,Story,No
967649,2894.06,3534.95,0.153,YouTube,Image,Yes
546977,3651.4,4946.14,0.043,Facebook,Video,No
32024,711.45,791.06,0.144,Instagram,Reel,No
483604,7886.78,3949.96,0.082,Twitter,Image,No
267907,951.94,755.23,0.042,Twitter,Image,No
895923,8351.37,18193.87,0.09,TikTok,Reel,Yes
682503,8434.07,6250.91,0.073,YouTube,Reel,No
948509,9551.19,16245.82,0.107,YouTube,Reel,Yes
825899,4853.25,13952.8,0.195,TikTok,Story,Yes
809596,7052.76,17869.26,0.08,Twitter,Post,Yes
766612,4678.65,13883.0,0.029,Instagram,Image,No
363916,2688.78,6832.28,0.091,Twitter,Image,Yes
208609,9240.5,25656.32,0.087,TikTok,Story,Yes
27385,7375.02,18694.84,0.192,YouTube,Video,Yes
337246,4846.86,13379.88,0.073,TikTok,Reel,Yes
502233,8926.24,11582.74,0.13,TikTok,Story,Yes
770605,992.12,2940.81,0.166,TikTok,Video,Yes
311931,5042.5,14558.76,0.14,Facebook,Reel,Yes
690884,8631.97,13435.83,0.013,Instagram,Video,No
851163,6698.61,16026.95,0.098,Twitter,Reel,Yes
82441,7143.4,8199.01,0.076,Twitter,Image,No
913969,6006.73,10928.18,0.181,Instagram,Image,Yes
401826,3009.51,4153.69,0.086,Twitter,Reel,Yes
872158,412.65,511.47,0.024,TikTok,Reel,No
69968,4481.45,4800.31,0.065,YouTube,Story,No
830901,6430.3,14356.13,0.053,TikTok,Post,No
670648,6077.07,8133.77,0.071,TikTok,Post,Yes
988797,3867.81,9418.33,0.088,Twitter,Image,Yes
235213,2644.22,2937.17,0.022,YouTube,Reel,No
756477,9903.47,9768.3,0.109,Facebook,Reel,No
371608,4195.96,4889.12,0.019,YouTube,Post,No
320348,515.31,517.38,0.17,YouTube,Reel,No
414089,7583.59,22036.76,0.021,YouTube,Story,No
224894,278.58,227.53,0.162,YouTube,Reel,No
62602,4209.93,10723.48,0.16,TikTok,Post,Yes
938384,8282.9,10885.0,0.173,Instagram,Story,Yes
735276,5212.03,8030.25,0.015,TikTok,Video,No
560073,7295.5,6228.63,0.02,Facebook,Image,No
807991,6759.18,6025.49,0.104,Instagram,Post,No
271675,9728.57,8456.01,0.017,Facebook,Story,No
863605,6464.55,9672.1,0.104,Instagram,Story,Yes
311925,1050.47,991.82,0.199,YouTube,Video,No
673052,5505.94,9239.72,0.017,Twitter,Post,No
895647,1819.35,1465.09,0.15,Facebook,Story,No
55624,7257.01,4659.76,0.103,Instagram,Image,No
473327,5164.75,6251.45,0.081,Instagram,Post,Yes
74523,6150.3,16324.1,0.011,Twitter,Reel,No
351679,4884.16,7090.11,0.076,Twitter,Reel,Yes
237495,2548.71,2542.62,0.193,Instagram,Reel,No
693485,8443.59,7849.24,0.076,Facebook,Reel,No
704650,8516.7,14853.94,0.113,TikTok,Image,Yes
900684,7498.25,4564.94,0.056,YouTube,Reel,No
860751,1824.69,3144.63,0.171,TikTok,Story,Yes
68260,2891.79,5990.39,0.051,YouTube,Video,No
